name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"boyer-oropaste","fre000196","","Boyer","0","Oropaste ou Le Faux Tonaxare","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_OROPASTE.xml","","","","","1662","10","false","0.8376984126984126","0.6444444444444445","1.3555555555555556","oropaste","5.8","2","1662","1663","9","10","3","6","1","0","1","29","","30","","5","20800","19703","15","0","2234"
"boyer-porcie-romaine","fre000197","","Boyer","0","La Porcie Romaine","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_PORCIEROMAINE.xml","","","","","1645","9","false","0.4592592592592592","0.3888888888888889","1.8611111111111112","porcie","3.111111111111111","4","1645","1646","5","9","2","7","0","0","1","14","","24","","5","14963","14061","32","0","1619"
"boyer-porus","fre000198","","Boyer","0","Porus","Ou la Générosité d'Alexandre","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_PORUS.xml","","","","","1648","10","false","0.8265873015873015","0.7555555555555555","1.2444444444444445","argire","6.8","2","","1648","9","10","4","5","1","0","1","34","","27","","5","15000","14045","32","0","1669"
"boyer-tiridate","fre000199","","Boyer","0","Tyridate","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_TIRIDATE.xml","","","","","1648","9","false","0.8174603174603176","0.7777777777777778","1.2222222222222223","oronte|tyridate","6.222222222222222","2","1648","1649","8","9","4","3","2","0","1","28","","32","","5","16418","15420","36","0","1784"
"boyera-caton","fre000185","","Boyer","0","Caton","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYERA_CATON.xml","","","","","1713","13","false","0.6975579975579976","0.38461538461538464","1.705128205128205","sempronius","4.615384615384615","3","","1713","10","13","2","7","4","0","1","30","","43","","5","22554","20153","123","441","0"
"brecourt-ombre-de-moliere","fre000200","","Brécourt","0","L'Ombre de Molière","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRECOURT_OMBREDEMOLIERE.xml","","","","","1674","22","false","0.7337465564738291","0.21212121212121213","1.9214659685863875","pluton","4.454545454545454","4","1674","1674","16","22","3","8","11","0","2","49","","15","","2","8483","7852","65","251","6"
"brohan-compter-sans-son-hote","fre000201","","Brohan","0","Compter sans son Hôte","Comédie.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROHAN_COMPTERSANSSONHOTE.xml","","","","","1888","3","false","1","1","1","la-duchesse|le-marquis|lucy","2","1","","1888","2","3","1","1","1","0","1","3","","10","","0","6346","6219","181","199","13"
"brohan-qui-femme-a-guerre-a","fre000202","","Brohan","0","Qui Femme A Guerre A","Comédie.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROHAN_QUIFEMMEAGUERREA.xml","","","","","1888","3","false","1","1","1","le-comte|la-comtesse|le-domestique","2","1","","1888","2","3","1","1","1","0","1","3","","6","","0","5947","5828","213","171","0"
"brosse-aveugle-clairvoyant","fre000203","","Brosse","0","L'Aveugle Clairvoyant","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROSSE_AVEUGLECLAIRVOYANT.xml","","","","","1650","8","false","0.725","0.6428571428571429","1.3928571428571428","melice|sylvestre|cleanthe","4.5","3","","1650","6","8","4","4","0","0","1","18","","33","","5","17512","16466","77","0","1747"
"brosse-turne","fre000204","","Brosse","0","Le Turne de Virgile","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROSSE_TURNE.xml","","","","","1647","9","false","0.7407407407407407","0.6111111111111112","1.4444444444444444","amata","4.888888888888889","3","1647","1647","7","9","3","6","0","0","1","22","","29","","0","15087","14203","2","0","1637"
"brueys-empiriques","fre001453","","Brueys","0","Les Empiriques","Comédie en Trois Actes et en Prose.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRUEYS_EMPIRIQUES.xml","","","","","1697","10","false","0.8976190476190476","0.8666666666666667","1.1333333333333333","pasquin|ariste|fribourg","7.8","2","1697","1735","9","10","0","7","3","0","1","39","","31","","0","11859","10827","251","634","0"
"brueys-palaprat-avocat-patelin","fre000205","","Brueys","1","L'Avocat Patelin","Comédie en Trois Actes et en Prose.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRUEYSPALAPRAT_AVOCATPATELIN.xml","","","","","1706","9","false","0.8915343915343917","0.8055555555555556","1.1944444444444444","monsieur-patelin|monsieur-guillaume","6.444444444444445","2","1706","1706","8","9","3","3","3","0","1","29","","26","","3","9334","9060","42","500","0"
"bruleboeuf-racine-chez-corneille","fre000206","","Bruleboeuf-Letournan","0","Racine chez Corneille","Ou la Lecture de Phyché","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRULEBOEUF_RACINECHEZCORNEILLE.xml","","","","","1825","11","false","0.888888888888889","0.7636363636363637","1.2363636363636363","corneille|thomas|moliere","7.636363636363637","2","1825","1825","10","11","0","7","4","0","1","42","","14","","1","8790","7915","681","7","876"
"cadet-gassicourt-souper-de-moliere","fre000207","","Cadet de Gassicourt","0","Le Souper de Molière","Ou la Soirée d'Auteuil","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CADET-GASSICOURT_SOUPERDEMOLIERE.xml","","","","","1795","13","false","0.987179487179487","0.9871794871794872","1.0128205128205128","several characters","11.846153846153847","2","1795","1795","12","13","1","9","3","0","1","77","","14","","0","8876","7819","577","340","359"
"cahusac-zoroastre","fre000208","","Cahusac","1","Zoroastre","OPÉRA.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAHUSAC_ZOROASTRE.xml","","","","","1756","23","true","0.6118012422360247","0.22134387351778656","1.9714285714285715","zoroastre","4.869565217391305","3","","1756","12","23","4","5","14","0","3","56","","37","","0","8535","6855","1015","0","819"
"cailhava-egoisme","fre000209","","Cailhava d'Estendoux","0","L'Egoïsme","Comédié en Cinq Actes et en Vers.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAILHAVA_EGOISME.xml","","","","","1777","11","false","0.7651515151515152","0.6909090909090909","1.3272727272727274","constance|le-chevalier|polidor","6.909090909090909","3","1777","1777","9","11","1","7","3","0","1","38","","54","","5","20530","16040","430","3","1845"
"cailleau-tragedies-voltaire","fre000210","","Cailleau","0","Les Tragédies de M. de Voltaire","Ou Tancrède Jugée par ses Soeurs","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAILLEAU_TRAGEDIESVOLTAIRE.xml","","","","","1760","16","false","0.9845238095238095","0.9833333333333333","1.0166666666666666","several characters","14.75","2","","1760","15","16","0","15","1","0","1","118","","11","","1","8801","8486","7","307","44"
"campan-deux-educations","fre000211","","Campan","0","Les Deux Educations","Proverbe Moral","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPAN_DEUXEDUCATIONS.xml","","","","","1832","8","false","0.8928571428571428","0.6785714285714286","1.3214285714285714","madame-de-furville|madame-leblanc","4.75","2","","1832","7","8","7","0","1","0","1","19","","8","","2","3765","3498","100","123","0"
"campan-ferme-partagee","fre000212","","Campan","0","La Ferme Partagée","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPAN_FERMEPARTAGEE.xml","","","","","1832","7","false","0.7380952380952381","0.47619047619047616","1.7142857142857142","louise|suzanne","2.857142857142857","3","","1832","4","7","6","0","1","0","1","10","","6","","1","1840","1654","31","51","0"
"campistron-achille","fre000213","","Campistron","0","Achille et Polixène","Tragédie en Musique","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ACHILLE.xml","","","","","1687","33","true","0.8296733642583446","0.16287878787878787","1.982885085574572","le-choeur","5.212121212121212","3","1687","1688","23","33","8","8","17","0","3","86","","34","","6","6997","6326","295","0","880"
"campistron-acis-galathee","fre000214","","Campistron","0","Acis et Galatée","Pastorale Héroïque en Musique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ACISGALATHEE.xml","","","","","1686","19","false","0.8004238537520271","0.27485380116959063","1.7719298245614035","le-choeur","4.947368421052632","3","1686","1686","17","19","4","8","7","0","1","47","","28","","4","5183","4711","180","0","622"
"campistron-adrien","fre000215","","Campistron","0","Adrien","Tragédie chrétienne, tirée de l'Histoire de l'Église, en cinq actes et en vers.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ADRIEN.xml","","","","","1683","7","false","0.6666666666666667","0.6666666666666666","1.3333333333333333","valerie","4","2","1690","1683","6","7","2","4","1","0","1","14","","33","","5","13657","13102","0","0","1553"
"campistron-aetius","fre000216","","Campistron","0","Aétius","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_AETIUS.xml","","","","","1685","7","false","0.47619047619047616","0.47619047619047616","1.6666666666666667","several characters","2.857142857142857","3","1693","1685","4","7","2","5","0","0","1","10","","22","","4","10797","10611","107","0","1226"
"campistron-alcibiade","fre000217","","Campistron","0","Alcibiade","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ALCIBIADE.xml","","","","","1685","9","false","0.48148148148148145","0.4444444444444444","1.6944444444444444","alcibiade","3.5555555555555554","3","1685","1685","6","9","4","5","0","0","1","16","","31","","5","13758","13496","6","0","1533"
"campistron-andronic","fre000218","","Campistron","0","Andronic","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ANDRONIC.xml","","","","","1685","13","false","0.365018315018315","0.24358974358974358","2.1025641025641026","andronic","2.923076923076923","4","1685","1685","8","13","3","9","1","0","1","19","","45","","5","12990","12657","25","0","1469"
"campistron-arminiusc","fre000219","","Campistron","0","Arminius","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ARMINIUSC.xml","","","","","1684","10","false","0.7764285714285715","0.6","1.4222222222222223","sigismond","5.4","3","1684","1685","8","10","3","7","0","0","1","27","","36","","5","14078","13775","17","0","1602"
"campistron-juba","fre000220","","Campistron","0","Juba, Roi de Mauritanie","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_JUBA.xml","","","","","1685","7","false","0.7333333333333333","0.5238095238095238","1.5238095238095237","barce|juba","3.142857142857143","3","","1685","5","7","2","5","0","0","1","11","","26","","5","10271","10101","0","0","1157"
"campistron-phocion","fre000221","","Campistron","0","Phocion","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_PHOCION.xml","","","","","1688","9","false","0.6164021164021164","0.4444444444444444","1.6111111111111112","chrisis","3.5555555555555554","3","1688","1688","7","9","3","6","0","0","1","16","","31","","5","11127","10880","5","0","1287"
"campistron-pompeia","fre000222","","Campistron","0","Pompeia","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_POMPEIA.xml","","","","","1687","11","false","0.5995670995670995","0.4","1.7454545454545454","pompeia","4","4","1687","1688","8","11","5","4","2","0","1","22","","37","","0","13102","11997","14","0","1439"
"campistron-tachmas","fre000223","","Campistron","0","Tachmas","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_TACHMAS.xml","","","","","1685","6","false","0","0.4","1.8","negare|soliman","2","3","","1685","3","6","2","4","0","0","1","6","","7","","2","4322","4240","3","0","472"
"campistron-tiridate","fre001454","","Campistron","0","Tiridate","Tragédie en Cinq Actes et en vers","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_TIRIDATE.xml","","","","","1691","10","false","0.6333333333333333","0.5111111111111111","1.6444444444444444","tiridate|arsace","4.6","4","1691","1691","7","10","4","6","0","0","1","23","","36","","0","12550","11636","12","0","1376"
"campistron-virginie","fre000224","","Campistron","0","Virginie","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_VIRGINIE.xml","","","","","1683","10","false","0.6816666666666668","0.4666666666666667","1.6","plautie","4.2","3","1693","1683","8","10","4","6","0","0","1","21","","31","","5","14281","13541","19","0","1634"
"carbon-de-flins-mari-directeur","fre000225","","Carbon de Flins","0","Le Mari Directeur ou Le Déménagement du Couvent","Comédie en un Acte, et en vers Libres.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARBONDEFLINS_MARIDIRECTEUR.xml","","","","","1791","13","false","0.847086247086247","0.782051282051282","1.2435897435897436","several characters","9.384615384615385","3","1791","1791","11","13","3","5","5","0","1","61","","16","","1","5343","5021","100","3","684"
"carbon-de-flins-reveil-epimenide","fre000226","","Carbon de Flins","0","Le Réveil d'Epiménide à Paris.","Comédie en un Acte, en Vers.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARBONDEFLINS_REVEILEPIMENIDE.xml","","","","","1790","18","false","0.9208156766980297","0.7058823529411765","1.2941176470588236","epimenide|d-harcourt","12","2","1790","1790","17","18","4","7","7","0","1","108","","20","","1","7317","6443","74","0","845"
"carcassonne-compliment","fre001520","","Carcassonne","0","Le Compliment","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARCASSONNE_COMPLIMENT.xml","","","","","1889","6","false","0.9","0.8","1.2","alice|marie","4","2","","1889","5","6","6","0","0","0","1","12","","5","","0","1868","1714","296","106","4"
"carcassonne-le-dame-en-noir","fre001521","","Carcassonne","0","La Dame en Noir","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARCASSONNE_DAMEENNOIR.xml","","","","","1889","3","false","1","1","1","la-dame|pierre|andre","2","1","","1889","2","3","0","2","1","0","1","3","","5","","0","1640","1530","95","110","0"
"carcassonne-le-docteur-sourabaya","fre001523","","Carcassonne","0","Le Docteur Sourabaya","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARCASSONNE_DOCTEURSOURABAYA.xml","","","","","1889","9","false","0.9523809523809523","0.8333333333333334","1.1666666666666667","felix|bonne-maman","6.666666666666667","2","","1889","8","9","2","2","5","0","1","30","","5","","0","2916","2792","321","189","0"
"carcassonne-le-mariage-des-fleurs","fre001526","","Carcassonne","0","Le Mariage des Fleurs","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARCASSONNE_MARIAGEDESFLEURS.xml","","","","","1887","23","false","0.9095426312817617","0.5889328063241107","1.4110671936758894","les-fleurs","12.956521739130435","2","","1887","22","23","0","0","23","0","1","149","","11","","0","3712","3460","589","0","327"
